title,introduction,link,price,booking_date,rating_star,rating_count,country,cities,cat_key
Grand cru Chateau and Saint Emilion village half-day guided tour,Experience a a half day guided walking tour of Saint Emilin and a Grand Cru wine tasting session.,https://www.kkday.com/zh-tw/product/117829,2325,20220317,0,0,法國,['波爾多'],['一日遊']
Dubai Modern city tour from Dubai,"Take a view of the Dubai Modern side joining this 4-hour tour. Admire the tallest skyscraper in the world, the Burj Khalifa.",https://www.kkday.com/zh-tw/product/117828,372,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Dubai full day with Burj Khalifa,Immerse yourselves in an enriching guided tour with different stops and learn about how a modest fishing village at the Dubai Creek was transformed into a city hub of beautiful skylines and rich culture.,https://www.kkday.com/zh-tw/product/117823,1674,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Guided tour of Casablanca,Buy your Sightseeing tour of Casablanca with Musement and discover the economic capital of Morocco.,https://www.kkday.com/zh-tw/product/117819,1736,20220317,0,0,摩洛哥,['卡薩布蘭卡'],['景點門票']
Private small group Dublin whiskey tour,Join the Dublin Whiskey tour and discover the magic of the city that was once the world capital of whiskey making.,https://www.kkday.com/zh-tw/product/117814,4310,20220317,0,0,愛爾蘭,['都柏林'],['景點門票']
Private tour of Venice highlights with skip-the-line ticket to St. Mark's Bell Tower,Get the most out of your time in Venice by booking this private tour: visit the most interesting highlights around the world-famous St. Mark's square. Take the lift up to the Campanile of St Mark and enjoy the best view of the city you can possibly imagine!,https://www.kkday.com/zh-tw/product/117805,1209,20220317,0,0,義大利,['威尼斯'],['景點門票']
Catamaran sunset sail with champagne,"Key West is known for its world famous sunsets. Make your Key West vacation complete with a sunset sail on the Marquesa, a fast 69' sail catamaran. Book today on Musement and don't miss out!",https://www.kkday.com/zh-tw/product/117803,1302,20220316,0,0,美國,['佛羅里達州'],['景點門票']
Verona Noir: a mystery walking tour,Join a singular guided tour that will take you back in time to discover the ferocity of the past events in the city. Get to know the bloody episodes that happened in Verona during the ages of darkness and fear and see Verona in a different perspective!,https://www.kkday.com/zh-tw/product/117800,775,20220317,0,0,義大利,['維洛納'],['景點門票']
Private tour in a vintage car with a local,Book a private tour of Paris in a vintage Citroen 2CV. An unusual way to visit the city's famous monuments and sites! Pick-up at your hotel in Paris.,https://www.kkday.com/zh-tw/product/117799,1953,20220317,0,0,法國,['巴黎'],['景點門票']
Hidden Florence walking tour,Explore some of the most famous sites of Florence's ancient culture while learning about the mysteries of its past.,https://www.kkday.com/zh-tw/product/117795,1271,20220318,0,0,義大利,['佛羅倫斯'],['景點門票']
Naples walking tour with a private guide,"Discover one of the most beautiful cities in Italy, whose historic center has been officially recognized as a UNESCO World Heritage Site. Enjoy a private guided tour of Naples and learn about its history while you explore an authentic Italian gem.",https://www.kkday.com/zh-tw/product/117792,1008,20220317,0,0,義大利,['那不勒斯'],['景點門票']
Tivoli day trip with lunch to Hadrian's Villa and Villa d'Este,Book your Tivoli day trip from Rome today! See the wonderful Hadrian's Villa and Villa d'Este and enjoy a delicious lunch in a local restaurant.,https://www.kkday.com/zh-tw/product/117791,3224,20220323,0,0,義大利,['羅馬'],['景點門票']
Mount Vesuvius and Herculaneum tour with transportation,"Visit the ruins of the ancient Roman town of Herculaneum and walk up to the crater of the volcano that destroyed the town nearly 2,000 years ago.",https://www.kkday.com/zh-tw/product/117786,1860,20220317,0,0,義大利,['那不勒斯'],['景點門票']
Baroque Rome: full-day city tour with basilicas and secret catacombs,"Discover the underground catacombs, the basilicas and the Appian Way.",https://www.kkday.com/zh-tw/product/117783,1240,20220318,0,0,義大利,['羅馬'],['景點門票']
Verona Bike Tour,"Book now this original Verona Bike tour, in just 3 hours you'll see the most classic and essential sights, such as the Arena of Verona, Juliet's balcony!",https://www.kkday.com/zh-tw/product/117781,868,20220317,0,0,義大利,['維洛納'],['景點門票']
Lisbon historic highlights guided tour,"See the sights of Lisbon on a minivan tour, and journey through centuries of history in historic neighborhoods such as Alfama and Castelo. Enjoy panoramic city views from the Castelo de S. Jorge and taste a typical custard tart from Belém.",https://www.kkday.com/zh-tw/product/117780,930,20220317,0,0,葡萄牙,['里斯本'],['景點門票']
Reeperbahn Hamburg and St. Pauli guided tour in the evening,Experience an exciting tour through one of the most interesting Hamburg districts - the Reeperbahn and get a local insight from your guide into the neighborhood of St. Pauli.,https://www.kkday.com/zh-tw/product/117775,465,20220317,0,0,德國,['漢堡'],['景點門票']
Provence countryside small group tour,"Take a full-day tour of Provence to discover Cannes, Grasse, Gourdon, Tourrettes sur Loup, and Saint Paul de Vence. Departure from Nice and Cannes",https://www.kkday.com/zh-tw/product/117774,2852,20220317,0,0,法國,['坎城'],['景點門票']
Private tour of Opéra Garnier and Galeries Lafayette,"Take a guided-tour in the 9th arrondissement of Paris, from Palais Garnier to the Galeries Lafayette's roof.",https://www.kkday.com/zh-tw/product/117773,1356,20220318,0,0,法國,['巴黎'],['景點門票']
Highlights and Hidden Corners tour of Dublin,Book your Highlights and Hidden Corners tour of Dublin and enjoy a guided walking tour of Ireland's capital and its top spots with your expert guide.,https://www.kkday.com/zh-tw/product/117770,310,20220318,0,0,愛爾蘭,['都柏林'],['景點門票']
Byzantine Venice: city walking tour with Saint Mark's Basilica,Buy your Byzantine Venice: City Walking Tour with Saint Mark's Basilica. Admire the streets and canals of Venice and its Golden Basilica.,https://www.kkday.com/zh-tw/product/117769,1736,20220317,0,0,義大利,['威尼斯'],['景點門票']
Tour of Santa Teresa and Selarón Steps by foot,"Discover the bohemian neighborhood of Santa Teresa, Parque das Ruínas, the Selaron stairway steps, and the beautiful views of the lesser known Rio.",https://www.kkday.com/zh-tw/product/117768,868,20220318,0,0,巴西,['里約熱內盧'],['景點門票']
Cape Town and Table Mountain half-day tour,"Book your Half-day Cape Town and Table Mountain tour, explore the city, and enjoy the breathtaking view from the top of Table Mountain.",https://www.kkday.com/zh-tw/product/117766,558,20220317,0,0,南非,['開普敦'],['景點門票']
Excursion 3 days in Ouarzazate and Mhamid desert from Marrakech,Buy your 4 Days/3 Nights excursion to Ouarzazate and Desert Mhamid from Marrakech with Musement. Discover the Moroccan countryside in 3 days and 2 nights.,https://www.kkday.com/zh-tw/product/117763,11254,20220317,0,0,摩洛哥,['馬拉喀什'],['景點門票']
Musée d'Orsay highlights tour and gourmet lunch,Book a guided tour of the most famous Impressionist masterpieces of Musée d'Orsay and enjoy a French gourmet lunch.,https://www.kkday.com/zh-tw/product/117755,2787,20220405,0,0,法國,['巴黎'],['景點門票']
Amalfi Coast and Positano day trip from Rome in high-speed train,"Buy your ticket for the excursion to the Amalfi Coast with Musement with our price match guarantee and secure booking. Get informed, plan and book your amazing activities in Rome.",https://www.kkday.com/zh-tw/product/117753,6139,20220401,0,0,義大利,['羅馬'],['景點門票']
Full-day private tour of Ravenna with mosaics admission,"On this full-day walking tour you'll explore the city of Ravenna, known for its well-preserved late Roman and Byzantine architecture and for its eight UNESCO World Heritage Sites! Marvel at its stunning mosaics and learn about its fascinating history.",https://www.kkday.com/zh-tw/product/117752,1814,20220318,0,0,義大利,['艾米利亞-羅馬涅'],['景點門票']
Half-day tour of volcano Etna by buggy,"Leaving from Catania, follow your guide and discover the majestic volcano Etna through a one-in-a-lifetime experience driving a buggy.",https://www.kkday.com/zh-tw/product/117750,4651,20220320,0,0,義大利,['卡塔尼亞'],['特色行程']
Tour of Azay le Rideau Rivau and Villandry from Tours,"Book this all inclusive day tour in Loire Valley. You'll visit the castle of Azay le Rideau, the castle of Langeais, Villandry's gardens and enjoy lunch in a winery near Chinon.",https://www.kkday.com/zh-tw/product/117748,5550,20220420,0,0,法國,['圖爾'],['景點門票']
Eiffel Tower morning tour and Seine river cruise,Enjoy the stunning views of Paris with this 2-hour tour of The Eiffel Tower and tickets for a 1-hour sightseeing cruise on the Seine river!,https://www.kkday.com/zh-tw/product/117745,1612,20220317,0,0,法國,['巴黎'],['景點門票']
Musandam Sea Safari,"Enjoy a sea safari in the Gulf of Oman with Musement. See amazing places, do some snorkeling and dive in deep blue waters. Buy your ticket online now.",https://www.kkday.com/zh-tw/product/117744,1395,20220321,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Chianti experience with wine tasting and two charming villages,Buy your Chianti experience with wine tasting from Florence. Visit two charming villages and enjoy two tastings of wines and typical products.,https://www.kkday.com/zh-tw/product/117743,713,20220319,0,0,義大利,['佛羅倫斯'],['景點門票']
Cinque Terre sunset boat tour with aperitivo,Book this unique boat tour to see the colourful towns of Cinque Terre from the blue waters of the Ligurian sea. Relax at sunset and enjoy a typical Italian aperitivo!,https://www.kkday.com/zh-tw/product/117741,3720,20220415,0,0,義大利,['利古里亞'],['景點門票']
Dubai half day with Burj Khalifa entrance ticket,Enjoy a guided tour of Dubai with roundtrip transportation and Burj Khalifa tickets.,https://www.kkday.com/zh-tw/product/117736,1364,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Barcelona Erotic Museum tickets,"Visit the Erotic Museum of Barcelona, the only erotic museum in Spain that will immerse you in a unique journey through the erotism's history. Admire a collection with more than 800 pieces of art and explore the erotic garden.",https://www.kkday.com/zh-tw/product/117735,310,20220317,0,0,西班牙,['巴塞隆納'],['景點門票']
Royal Monastery of El Escorial tickets and guided tour,"Enjoy a guided visit of the Royal Monastery of El Escorial. Discover the Habsburg Palace, the Kings and Princes Mausoleum, the Chapter House, the Basilica and the library.",https://www.kkday.com/zh-tw/product/117734,1147,20220401,0,0,西班牙,['馬德里'],['景點門票']
1-Hour GoCar Tour in Lisbon,Book this 1-Hour GoCar Tour in Lisbon with Musement. Discover the sights of Lisbon from a new perspective on an amusing 1-hour GPS tour!,https://www.kkday.com/zh-tw/product/117724,543,20220317,0,0,葡萄牙,['里斯本'],['景點門票']
Exclusive cooking lesson lunch and grocery tour in Rome,Book your exclusive Rome cooking lesson with a chef now. Go grocery shopping and learn how to prepare a typical Italian lunch.,https://www.kkday.com/zh-tw/product/117721,3255,20220317,0,0,義大利,['羅馬'],['特色行程']
Cathedral-Mosque and Jewish quarter guided tour for small groups,"Explore the old Jewish quarter of Córdoba, admire the spectacular mosque-cathedral and Walk around the emblematic narrow streets of teh city with an expert guide. Enter the Synagogue and spend time appreciating its architecture.",https://www.kkday.com/zh-tw/product/117718,434,20220317,0,0,西班牙,['科爾多瓦'],['景點門票']
Visit Sacré-Coeur and Montmartre with a guide,Book your tickets for a guided visit of the Sacré Coeur Basilica and the one-of-a-kind neighborhood of Montmatre!,https://www.kkday.com/zh-tw/product/117716,372,20220317,0,0,法國,['巴黎'],['景點門票']
Prague 3-hour crystal dinner cruise,Enjoy a gourmet buffet-style dinner and a glass of prosecco as a welcome drink. See Prague's famous sights from the luxurious cruising boat.,https://www.kkday.com/zh-tw/product/117715,1209,20220318,0,0,捷克,['布拉格'],['景點門票']
Kayak cave explorer cruise,"Hop on board and join this exciting exploration of the caves and beaches of Ponta da Piedade. Relax, enjoy and witness the beautiful golden beaches that took millions of years to be made while kayaking your way through the sea",https://www.kkday.com/zh-tw/product/117714,775,20220318,0,0,葡萄牙,['阿爾布費拉'],['景點門票']
Istanbul Classics - Half Day Morning Tour,"Get all the best information for the Istanbul Classic half day morning tour in Turkey and book your tickets, at official rates. Get informed, plan and book your Istanbul tours.",https://www.kkday.com/zh-tw/product/117713,868,20220318,0,0,土耳其,['伊斯坦堡'],['景點門票']
Private guided tour of Milan with skip-the-line entrance to La Scala,"Book your private guided tour of Milan: La Scala, Duomo Square and Galleria. Discover the best of Milan on this tour.",https://www.kkday.com/zh-tw/product/117709,1798,20220317,0,0,義大利,['米蘭'],['景點門票']
Squares of Rome - Sunset Tour,Book your Squares of Rome Sunset Tour tickets now to discover the marvels of this ancient city in Italy!,https://www.kkday.com/zh-tw/product/117702,775,20220317,0,0,義大利,['羅馬'],['景點門票']
Private tour of Venice,"Book your private last-minute tour of Venice with Musement. Discover the bridges, canals and the city's highlights on this 3-hour walking tour.",https://www.kkday.com/zh-tw/product/117696,10386,20220317,0,0,義大利,['威尼斯'],['景點門票']
Guided City Tour by Bike in Budapest,See Budapest on a city tour by bike. Learn more from a guide about the main highlights of the Hungarian capital.,https://www.kkday.com/zh-tw/product/117691,775,20220405,0,0,匈牙利,['布達佩斯'],['景點門票']
Tour of Sirmione Peninsula on Lake Garda,"Discover one of the most beautiful and romantic places in Lake Garda: take part in this unique boat tour and see the Scaligero castle, Maria Callas's villa, the Grotte di Catullo and much more!",https://www.kkday.com/zh-tw/product/117690,372,20220401,0,0,義大利,['維洛納'],['景點門票']
El Capricho of Gaudí and Comillas guided tour,"Book El Capricho of Gaudí and Comillas guided tour and admire El Capricho, one of the three works made by Gaudí outside Catalonia",https://www.kkday.com/zh-tw/product/117688,248,20220318,0,0,西班牙,['坎塔布里亞'],['景點門票']
Tickets to Dubai Parks and Resorts with transfer,Book your Tickets to Dubai Parks and Resorts with Transfer and enjoy the best attractions at the biggest theme parks of Dubai.,https://www.kkday.com/zh-tw/product/117679,3100,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['主題樂園']
Papal Audience with Pope Francis with Short Walking Tour,"Book your Papal Audience with Pope Francis now with our price match guarantee and secure booking. Get informed, plan and book your amazing activities in Rome.",https://www.kkday.com/zh-tw/product/117674,868,20220323,0,0,義大利,['羅馬'],['景點門票']
Terezin Memorial  private guided tour from Prague,"Visit Terezin, the former concentration camp and memorial, with a private tour. Learn more about the life in the camp and the history of the region.",https://www.kkday.com/zh-tw/product/117669,16928,20220317,0,0,捷克,['布拉格'],['景點門票']
Day tour of Loire Valley Castles with wine-tasting,"Discover the castles of Chenonceau, Amboise and the manor of Clos Lucé in Loire Valley and taste local wines but also lunch in a typical French winery.",https://www.kkday.com/zh-tw/product/117668,5550,20220419,0,0,法國,['圖爾'],['景點門票']
Cordoba hop-on hop-off 24 hour pass,Book your Cordoba hop-on hop-off 24 hour pass with Musement. 24 unlimited Hop-On Hop-Off Bus Tour with 360º panoramic views of Cordoba's top sights with 2 bus tour routes & 27 stops around Cordoba,https://www.kkday.com/zh-tw/product/117666,310,20220401,0,0,西班牙,['科爾多瓦'],['景點門票']
Ticket for the Wagenburg - the Imperial Carriage Museum at Schönbrunn Palace,Marvel at the former royal carriages and learn more about their function and evolution. Also be fascinated by the driver's uniforms and by royal robes.,https://www.kkday.com/zh-tw/product/117663,279,20220317,0,0,奧地利,['維也納'],['景點門票']
Grand city tour through Krakow with Old Town and Jewish quarter,"See Krakow, its Old Town and Jewish Quarter with a professionale guide that explains you the rich history of the places.",https://www.kkday.com/zh-tw/product/117661,411,20220318,0,0,波蘭,['克拉科夫'],['景點門票']
Key West day trip with Conch Train tour,Book your Key West day trip with Musement for roundtrip transportation from Miami and tickets to the Conch Train Tour.,https://www.kkday.com/zh-tw/product/117659,2790,20220316,0,0,美國,['邁阿密'],['景點門票']
Culinary walking tour with lunch,Book a culinary walking tour with Musement for lunch with exotic surprises and South Beach history in Miami.,https://www.kkday.com/zh-tw/product/117657,1767,20220318,0,0,美國,['佛羅里達州'],['景點門票']
Tour of Etna Acireale and Acitrezza,Stroll along paths immersed in nature in the shadows of Mount Etna and explore the characteristic cities of Acireale and Acitrezza.,https://www.kkday.com/zh-tw/product/117654,2449,20220317,0,0,義大利,['卡塔尼亞'],['景點門票']
Vatican tour with climb to St. Peter's Dome,"Book our skip the line tour, climb up St. Peter's Doma and enjoy the breathtaking view of Rome.",https://www.kkday.com/zh-tw/product/117651,2759,20220317,0,0,義大利,['羅馬'],['景點門票']
Walking tour of Prague's Jewish Quarter with Jewish Museum tickets,Learn the story of the Jewish community in Prague and explore the history of the Josefov Jewish Quarter. Visit the Spanish Synagogue and the Jewish Museum.,https://www.kkday.com/zh-tw/product/117648,899,20220317,0,0,捷克,['布拉格'],['景點門票']
Ponta da Piedade Grotto tour from Lagos,Book your Ponta da Piedade Grotto tour from Lagos and discover the world-famous caves of Ponta da Piedade,https://www.kkday.com/zh-tw/product/117646,310,20220317,0,0,葡萄牙,['阿爾布費拉'],['景點門票']
Muscat by night with local dinner,"Enjoy a night tour of Muscat and admire the Mohammed Al Ameen Mosque, the Sultan's Palace, the Royal Opera and much more. End your tour with a delicious dinner tasting a great Omani grilled fish.",https://www.kkday.com/zh-tw/product/117645,1023,20220317,0,0,阿曼,['馬斯喀特'],['景點門票']
Lisbon sailing tour,Book your Lisbon sailing tour and discover Lisbon's main attractions from the water.,https://www.kkday.com/zh-tw/product/117644,589,20220317,0,0,葡萄牙,['里斯本'],['景點門票']
Private transfer from Aqaba to Petra,Discover the ancient jewel in Jordan's crown on this private day trip to Petra from Aqaba,https://www.kkday.com/zh-tw/product/117642,1302,20220317,0,0,約旦,['亞喀巴省'],['景點門票']
Best of Barcelona shore excursion with skip-the-line at Sagrada Familia,"Explore the highlights of Barcelona on an 8-hour tour of the city, including skip-the-line tickets at the Sagrada Familia, La Pedrera and pick-up from the port.",https://www.kkday.com/zh-tw/product/117639,4806,20220320,0,0,西班牙,['巴塞隆納'],['博物館&展覽']
Impressionist masterpieces tour of Orsay Museum with priority access,"Book a 2-hour tour of Orsay Museum with skip-the-line entrance. Your local guide will show you the most famous masterpieces by Manet, Monet, Renoir and Van Gogh.",https://www.kkday.com/zh-tw/product/117632,927,20220319,0,0,法國,['巴黎'],['景點門票']
Toledo and the Royal Monastery of El Escorial and the Valley of the Fallen tour from Madrid,"Get all the best information for a full day Toledo and Royal Monastery of El Escorial tour from Madrid and book your tickets, skipping the line, at official rates. Get informed, plan your trip and book tickets and tours of Madrid.",https://www.kkday.com/zh-tw/product/117630,2387,20220401,0,0,西班牙,['馬德里'],['景點門票']
Evening bike tour of Paris and Seine cruise,Book a bike tour and a Seine river cruise to discover the best monuments of Paris from a different angle! A unique 4-hour illimuminations tour of Paris!,https://www.kkday.com/zh-tw/product/117629,1240,20220516,0,0,法國,['巴黎'],['景點門票']
Abu Dhabi Arabian Jewel city tour,"Book your Abu Dhabi Arabian Jewel city tour and visit the Sheikh Zayed Mosque, drive along Corniche and take a photo near Ferrari World.",https://www.kkday.com/zh-tw/product/117628,1736,20220317,0,0,阿拉伯聯合大公國,['阿布達比'],['景點門票']
San Sebastian and Biarritz full-day tour,"Buy your San Sebastian and Biarritz full-day tour from Bilbao. Get informed, plan and book your amazing activities in Spain.",https://www.kkday.com/zh-tw/product/117627,2170,20220320,0,0,西班牙,['畢爾包'],['景點門票']
Prague city tour with Vltava River cruise,"Book your Prague city tour and Vltava river cruise for an overview of the city and to see: Old Town, Prague Castle, Charles Bridge and more.",https://www.kkday.com/zh-tw/product/117624,517,20220317,0,0,捷克,['布拉格'],['景點門票']
Walking tour of the Valley of the Temples,"Take a trip in the past: discover the Valley of the Temples, in the Archaeological Park of Agrigento.",https://www.kkday.com/zh-tw/product/117619,1395,20220319,0,0,義大利,['西西里'],['景點門票']
Skip-the-line ticket Château de Blois and Sound & Light show,Book your skip-the-line ticket Château de Blois and Sound & Light show!,https://www.kkday.com/zh-tw/product/117617,326,20220317,0,0,法國,['圖爾'],['景點門票']
Prague Castle in detail walking tour,"Book your Prague Castle guided walking tour to discover the world's largest coherent castle complex, which is also a UNESCO World Heritage site.",https://www.kkday.com/zh-tw/product/117615,1266,20220319,0,0,捷克,['布拉格'],['景點門票']
Guided cruise with 1 Gulden Draak Beer included,Book a boat trip to visit the historical beauty of Gent from the water including a Gulden Draak Beer! The boat trip lasts 40 minutes and runs every day with departure every 20 minutes.,https://www.kkday.com/zh-tw/product/117613,434,20220318,0,0,比利時,['東弗蘭德省'],['景點門票']
Bohemian neighbourhoods eBike tour,"Buy your Bohemian Neighbourhoods eBike Tour with Musement with our price match guarantee and secure booking. Get informed, plan and book your amazing activities in Barcelona.",https://www.kkday.com/zh-tw/product/117611,775,20220317,0,0,西班牙,['巴塞隆納'],['景點門票']
Day tour of Essaouira from Marrakech,Join this day tour of Essaouira from Marrakech with Musement and discover its beautiful fishing port.,https://www.kkday.com/zh-tw/product/117609,1581,20220317,0,0,摩洛哥,['馬拉喀什'],['景點門票']
Montserrat half-day guided tour from Barcelona,"Enjoy a guided excursion to discover Montserrat, one of the most mysterious and magical places in Catalonia. Enjoy the unparalleled views offered by this region.",https://www.kkday.com/zh-tw/product/117607,2418,20220319,0,0,西班牙,['巴塞隆納'],['景點門票']
Round-trip excursion from Florence to Pisa,Enjoy this excursion to Pisa from Florence. Easily reach the city of the Leaning Tower and explore it by yourself or with the help of a professional guide.,https://www.kkday.com/zh-tw/product/117606,558,20220319,0,0,義大利,['佛羅倫斯'],['景點門票']
Three countries in one day: Spain France and Andorra,"Experience a unique chance to visit three countries in one day! Visit the medieval Spanish village of Baga, have breakfast in France and head to the tiny mountain country of Andorra.",https://www.kkday.com/zh-tw/product/117603,3999,20220319,0,0,西班牙,['巴塞隆納'],['景點門票']
Cooking class and tour of La Boquería market in Barcelona,Book your Barcelona cooking class and market tour of La Boquería now to taste traditional tapas and learn Spanish cooking techniques.,https://www.kkday.com/zh-tw/product/117602,3069,20220317,0,0,西班牙,['巴塞隆納'],['特色行程']
MónNatura Delta de l'Ebre entrance ticket,"Book your MónNatura Delta de l'Ebre entrance ticket. Discover the stunning park, wetlands and waters near Tancada lagoon and experience the wildlife of the area.",https://www.kkday.com/zh-tw/product/117601,155,20220319,0,0,西班牙,['塔拉戈納'],['特色行程']
Guided walking tour of Siena,Buy your guided walking tour of Siena now. See the main monuments and landmarks in the famous medieval city in Tuscany.,https://www.kkday.com/zh-tw/product/117600,310,20220317,0,0,義大利,['西恩納'],['景點門票']
Alternative Budapest tour,"Discover alternative Budapest on this guided tour with a small group. Visit galleries, community centers and abandoned synagogues and admire graffiti and street art.",https://www.kkday.com/zh-tw/product/117598,527,20220402,0,0,匈牙利,['布達佩斯'],['景點門票']
Dublin 24 or 48 hour hop-on hop-off bus pass,Book your Dublin 24 or 48-hour hop-on hop-off bus pass and explore the over 25 stops included for you to enjoy at your own pace!,https://www.kkday.com/zh-tw/product/117597,465,20220413,0,0,愛爾蘭,['都柏林'],['景點門票']
Dubai traditional city tour,Discover Dubai and its traditions. See the main attractions of the city and discover the fantastics souqs.,https://www.kkday.com/zh-tw/product/117592,465,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Celestún guided tour from Mérida with lunch,"Visit the Biosphere Reserve Ria Celestún with an expert guide and admire a large number of birds, including colonies of beautiful pink flamingos. You will enjoy a boat ride through the mangroves.",https://www.kkday.com/zh-tw/product/117588,3441,20220318,0,0,墨西哥,['坎昆'],['景點門票']
Amalfi Coast tour with olive oil and limoncello tasting,Book your Amalfi Coast tour with Musement to explore Positano and Sorrento with a personal driver and finish your trip with an olive oil and limoncello tasting.,https://www.kkday.com/zh-tw/product/117583,2790,20220317,0,0,義大利,['阿馬爾菲'],['景點門票']
Paradis Latin show with optional dinner,"Book your tickets for the dinner show of Paradis Latin in Paris, iconic parisian cabaret! You'll see a fabulous musical cocktail comedy show with exceptionnal dancers and enjoy a quality dinner!",https://www.kkday.com/zh-tw/product/117582,1395,20220317,0,0,法國,['巴黎'],['景點門票']
Selwo Aventura skip-the-line tickets,"Visit Selwo Aventura and save time with your skip-the-line tickets! Enjoy an exciting African adventure, discover the most outstanding species of other continents like the Iberian lynx and Asian elephant and live heartstopping adventure activities.",https://www.kkday.com/zh-tw/product/117580,462,20220317,0,0,西班牙,['馬拉加'],['景點門票']
Best of Paris guided bike tour,Buy your Best of Paris guided bike tour now with a guide and whiz through the Parisian streets learning about the best monuments.,https://www.kkday.com/zh-tw/product/117578,992,20220317,0,0,法國,['巴黎'],['景點門票']
Prague Castle skip-the-line tickets and minibus transfer,"Explore the Prague Castle complex at your own pace. To save time, use a convenient minibus transfer and skip long waiting lines at the entrance!",https://www.kkday.com/zh-tw/product/117554,434,20220317,0,0,捷克,['布拉格'],['景點門票']
Etna Park and Taormina tour,"Join the tour and discover the beautiful town of Taormina, with the view of Etna always in sight.",https://www.kkday.com/zh-tw/product/117550,2449,20220323,0,0,義大利,['卡塔尼亞'],['景點門票']
Scenic thirty minute Central Florida Everglades airboat tour with park admission,"Get up close and personal with alligators, turtles and birds on the Thirty minute or one-hour airboat tour.",https://www.kkday.com/zh-tw/product/117547,775,20220316,0,0,美國,['佛羅里達州'],['景點門票']
Street art in Paris 2-hour private walking tour,"If you think you've seen it all in Paris, you should definitely take this 2-hour street art tour. You'll discover figurative art gems from the most iconic parisian street artist from Némo, Invader, Monsieur Chat, Seth or Bastek...",https://www.kkday.com/zh-tw/product/117545,581,20220616,0,0,法國,['巴黎'],['景點門票']
Key West day trip with glass bottom boat ride,Book your Key West day trip with Musement for roundtrip transportation from Miami and a glass bottom boat ride above a colorful coral reef.,https://www.kkday.com/zh-tw/product/117543,3410,20220316,0,0,美國,['邁阿密'],['景點門票']
Torres Wine Cellars Montserrat and Sitges guided tour from Barcelona,"Enjoy a guided tour to Torres wine cellars, Montserrat and Sitges from Barcelona. Book now and discover lovely places!",https://www.kkday.com/zh-tw/product/117542,2077,20220603,0,0,西班牙,['巴塞隆納'],['景點門票']
Brewery and Hofbräuhaus tour Munich,Dive into Munich's beer culture with Musement! Learn the art of making beer at the oldest brewery in town and taste two beers at the Hofbräuhaus.,https://www.kkday.com/zh-tw/product/117541,1023,20220319,0,0,德國,['慕尼黑'],['景點門票']
Hamburg HafenCity 1-hour tour with Scuddy e-scooter,See the highlights of Hamburg's HafenCity on a tour with an e-scooter that combines interesting facts with environmentally friendly driving fun.,https://www.kkday.com/zh-tw/product/117540,1271,20220318,0,0,德國,['漢堡'],['景點門票']
Water Taxi Round-Trip Shuttle from Venice Airport railway station and Marittima cruise terminal,"Buy your Venice Shuttle in Venice. Get off the beaten track, through the streets and canals of Venice.",https://www.kkday.com/zh-tw/product/117538,992,20220317,0,0,義大利,['威尼斯'],['景點門票']
Dubai Marina dinner cruise,Enjoy a dinner cruise around Dubai Marina and make the most of a relaxing cruise with dinner on board.,https://www.kkday.com/zh-tw/product/117533,1240,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Abu Dhabi Mosque and Ferrari World tour from Dubai,Visit the Sheikh Zayed Grand Mosque and have fun at the Ferrari World with family and friends.,https://www.kkday.com/zh-tw/product/117531,2976,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Louvre Abu Dhabi Museum and Grand Mosque tour from Dubai,Book your Louvre Museum Abu Dhabi and Grand Mosque tour from Dubai. Discover the incredible works of art at the Louvre and visit the Sheikh Zayed Grand Mosque.,https://www.kkday.com/zh-tw/product/117530,1984,20220317,0,0,阿拉伯聯合大公國,['杜拜'],['景點門票']
Guided tour of the permanent collection of the Centre Pompidou,"Book a guided tour a the permanent collections of the Centre Pompidou Paris. Discover masterpieces by Matisse, Bonnard, Delaunay, Braque, Picasso....",https://www.kkday.com/zh-tw/product/117528,1705,20220317,0,0,法國,['巴黎'],['景點門票']
Royal Palace of Caserta private tour with a local guide,Book now to discover the beauty of the Royal Palace of Caserta on a private tour covering the palace's most iconic locations!,https://www.kkday.com/zh-tw/product/117517,7441,20220317,0,0,義大利,['那不勒斯'],['景點門票']
Rome wine and cheese tasting,"Take part in a wine and food tasting in a family-run enoteca and learn how to drink and taste wine, sensing the subtle differences, colors and smells.",https://www.kkday.com/zh-tw/product/117513,1240,20220317,0,0,義大利,['羅馬'],['一日遊']
Vatican Museums St. Peter’s and Sistine Chapel tickets with skip-the-line private tour,"Get all the best information for Private Vatican Museums, St. Peter's Basilica and Sistine Chapel tour with skip the line. Book your tickets now!",https://www.kkday.com/zh-tw/product/117507,1829,20220318,0,0,義大利,['羅馬'],['景點門票']
